n_ues,snr,miss_mean,miss_std,savings_mean,switches_mean,fairness_mean
1,20,0.9676773462217513,0.12300614372465467,70.196,34.08,1.0
1,22,0.4367156018031329,0.042215424050547457,75.25399999999999,36.760000000000005,1.0
1,25,0.11214838738294637,0.04028200232934356,80.982,42.82,1.0
2,20,3.778586185455711,0.18214699331280793,68.90299999999999,38.36,0.9717498281348635
2,22,2.402855483729141,0.14209519897696965,74.48299999999999,40.349999999999994,0.9631417639129068
2,25,1.015357928304938,0.10129031498643183,80.95500000000001,43.83,0.9142049903452149
5,20,3.693039640767579,0.2147716968107793,70.2644,36.912,0.8842858169065085
5,22,2.3720925710476584,0.10752432124139553,75.5752,38.028000000000006,0.876269416336017
5,25,1.0666711815629986,0.05961225417413014,81.7728,40.912,0.827218310471822
